Order ID,Item Name,Quantity
7852,plain rice,1
7852,tandoori chicken (main),1
7852,tandoori chicken masala,1
7853,garlic naan,1
7853,korma,1
7853,mushroom rice,1
7853,onion bhaji,1
7854,garlic naan,1
7854,korma,1
7854,mini bhaji,1
7854,mushroom rice,1
7855,bombay aloo,2
7855,chicken tikka,2
7855,dhansak,2
7855,mix starter,1
7855,plain rice,3
7856,bombay aloo,1
7856,chicken tikka biryani,1
7856,chicken tikka masala,1
7856,madras,1
7856,sheek kehab,1
7857,chicken biryani,1
7857,chicken tikka masala,1
7857,chicken tikka pasanda,1
7857,garlic naan,2
7857,keema naan,1
7857,lamb karahi,1
7857,peshwari naan,1
7857,pilau rice,3
7857,puree,1
7857,saag aloo,1
7857,tandoori chicken (main),1
7857,tandoori mixed grill,1
7858,chicken karahi,1
7858,chicken tikka masala,1
7858,crispy aloo,1
7858,garlic naan,2
7858,mango chutney,2
7858,masala sauce,1
7858,mushroom bhajee,1
7858,onion bhaji,2
7858,onion chutney,2
7858,pilau rice,3
7858,plain papadum,7
7858,prawn puree,2
7858,saag aloo,1
7858,tandoori king prawn garlic,1
7859,bhuna,1
7859,bombay aloo,1
7859,chicken chilli masala,1
7859,chicken tikka masala,1
7859,garlic chicken,1
7859,keema naan,1
7859,mushroom rice,1
7859,onion bhaji,1
7859,pilau rice,1
7860,chicken tikka,1
7860,diet coke 1.5 ltr,1
7860,madras,1
7860,pilau rice,1
7860,plain papadum,4
7860,vegetable curry,1
7860,vegetable samosa,1
7861,chicken tikka,1
7861,garlic naan,1
7861,garlic tikka chilli masala,1
7861,methi,1
7861,plain papadum,1
7862,chicken tikka (main),3
7862,chicken tikka masala,2
7862,plain rice,5
7862,prawn biryani,1
7862,prawn puree,1
7866,achar chicken,1
7866,achar lamb,1
7866,chicken roshni,1
7866,keema naan,1
7866,king prawn shashlick,1
7866,lamb chops (main),1
7866,masala sauce,1
7866,naan,1
7866,paneer shashlick,1
7866,peshwari naan,1
7866,tandoori fish (main),1
7866,tandoori mixed grill,1
7869,bhuna,1
7869,onion bhaji,1
7869,plain papadum,2
7870,butter chicken,2
7870,chicken tikka,2
7870,keema naan,1
7870,meat samosa,2
7870,mushroom rice,1
7870,naan,1
7870,onion bhaji,2
7870,pilau rice,1
7870,saag aloo,1
7871,kulcha naan,1
7871,madras,1
7871,mushroom,1
7871,mushroom rice,1
7871,onion bhaji,1
7871,pathia,1
7872,bhuna,1
7872,naan,1
7872,pilau rice,2
7873,french fries,1
7873,lamb balti,1
7873,masala sauce,1
7873,onion bhaji,1
7873,plain papadum,2
7875,aloo gobi,1
7875,chicken tikka,1
7875,onion bhaji,1
7875,pilau rice,1
7875,plain papadum,1
7875,vegetable korma,1
7877,aloo gobi,1
7877,bhindi bhajee,1
7877,keema naan,1
7877,lamb tikka jalfrezi,1
7877,mushroom rice,1
7877,peshwari naan,1
7877,saag,1
7878,chicken tikka masala,1
7878,keema naan,1
7878,korma,1
7878,mango chutney,1
7878,meat samosa,2
7878,mint sauce,1
7878,pilau rice,1
7878,plain papadum,5
7879,garlic naan,1
7879,keema naan,1
7879,madras,2
7879,pilau rice,2
7879,prawn puree,1
7880,bhuna,1
7880,garlic naan,1
7880,mango chutney,1
7880,mini bhaji,1
7880,mushroom rice,1
7880,plain papadum,1
7880,prawn puree,1
7880,red sauce,1
7880,saag aloo,1
7881,bombay aloo,1
7881,chicken tikka pasanda,1
7881,garlic naan,1
7881,lamb tikka sizzler,1
7881,plain papadum,5
7881,red sauce,2
7881,special fried rice,2
7881,tandoori mixed grill,1
7882,bombay aloo,1
7882,keema naan,1
7882,lime pickle,1
7882,madras,1
7882,mango chutney,1
7882,mint sauce,1
7882,mix starter,1
7882,naan,1
7882,plain papadum,4
7882,plain rice,1
7882,spicy papadum,2
7882,vegetable curry,1
7883,bombay aloo,1
7883,chicken tikka pasanda,1
7883,garlic naan,1
7883,lamb tikka sizzler,1
7883,plain papadum,5
7883,red sauce,2
7883,special fried rice,2
7883,tandoori mixed grill,1
7884,chicken chaat,2
7884,chicken tikka sizzler,1
7884,garlic tikka chilli masala,1
7884,naan,1
7884,saag aloo,1
7884,vegetable rice,2
7885,meat samosa,1
7885,mushroom rice,2
7885,tandoori chicken masala,2
7886,aloo peas,1
7886,chicken balti,2
7886,mango chutney,1
7886,mini bhaji,1
7886,pilau rice,1
7886,plain rice,1
7887,chapati,2
7887,chicken chaat (main),1
7887,korma,1
7887,mint sauce,1
7887,peshwari naan,2
7887,pilau rice,2
7887,plain rice,2
7887,vindaloo,2
7888,bombay aloo,1
7888,curry,1
7888,madras,2
7889,bhuna,1
7889,chapati,1
7889,chicken tikka masala,1
7889,dahi,1
7889,french fries,2
7889,keema rice,1
7889,lamb chops (main),1
7889,lime pickle,1
7889,mango chutney,1
7889,mint sauce,2
7889,mixed raita,1
7889,naan,3
7889,paratha,2
7889,puree,1
7889,red sauce,2
7889,tandoori mixed grill,1
7889,vindaloo,1
7890,curry,2
7890,naan,1
7890,plain rice,1
7891,chicken tikka (main),1
7891,korma,1
7891,onion bhaji,1
7891,peshwari naan,1
7891,special fried rice,1
7892,chapati,1
7892,chicken chilli masala,1
7892,mix starter,1
7892,pilau rice,1
7893,chapati,1
7893,chicken chilli masala,1
7893,mix starter,1
7893,pilau rice,1
7894,bombay aloo,1
7894,chicken tikka,1
7894,garlic naan,1
7894,madras,1
7894,special fried rice,1
7895,bombay aloo,1
7895,keema naan,1
7895,madras,1
7895,pilau rice,1
7896,chicken chilli masala,1
7896,onion bhaji,1
7896,peshwari naan,1
7896,pilau rice,1
7896,saag aloo,1
7896,vegetable samosa,1
7897,mango chutney,1
7897,naan,1
7897,onion bhaji,1
7897,onion chutney,1
7897,pilau rice,1
7897,plain papadum,5
7897,rogon,1
7897,vegetable curry,1
7898,aloo gobi,1
7898,chicken tikka masala,1
7898,madras,1
7898,naan,1
7898,pilau rice,2
7899,chicken pakora,1
7899,chicken tikka masala,2
7899,curry,1
7899,mint sauce,1
7899,naan,1
7899,onion bhaji,1
7899,pilau rice,2
7899,plain papadum,2
7899,plain rice,1
7899,saag aloo,1
7900,bombay aloo,1
7900,coke 1.5 ltr,1
7900,crispy aloo,1
7900,korma,1
7900,mango chutney,1
7900,pilau rice,1
7900,plain papadum,4
7901,keema rice,1
7901,king prawn royal,1
7901,vindaloo,1
7902,aloo peas,1
7902,chicken shashlick,1
7902,chicken tikka (main),2
7902,korma,2
7902,mango chutney,1
7902,onion bhaji,1
7902,pilau rice,2
7902,plain papadum,5
7902,sheek kehab,1
7903,bombay aloo,1
7903,butter chicken,1
7903,chicken tikka,1
7903,keema naan,1
7903,onion bhaji,1
7903,pilau rice,1
7904,chicken tikka,1
7904,garlic naan,1
7904,lamb tikka jalfrezi,1
7904,methi,2
7904,plain papadum,1
7905,chicken tikka jalfrezi,1
7905,mango chutney,1
7905,naan,1
7905,plain rice,1
7905,tandoori fish,1
7906,crispy aloo,1
7906,korma,1
7906,mango chutney,1
7906,pilau rice,1
7906,plain papadum,4
7906,saag aloo,1
7907,bhuna,1
7907,garlic naan,1
7907,korma,1
7907,lamb chops,1
7907,pilau rice,1
7908,chicken tikka pasanda,1
7908,french fries,1
7908,mango chutney,1
7908,naan,1
7908,plain papadum,5
7908,plain rice,1
7909,butter chicken,1
7909,chana chaat,1
7909,chana masala,1
7909,chicken chaat,1
7909,garlic chicken,1
7909,garlic naan,2
7909,king prawn butterfly,1
7910,chicken tikka (main),1
7910,egg rice,1
7910,mint sauce,1
7910,naan,1
7910,plain papadum,1
7911,chicken tikka masala,1
7911,cobra,2
7911,garlic naan,1
7911,methi,1
7911,mushroom rice,1
7911,prawn puree,1
7911,vegetable curry,1
7911,vegetable samba,1
7911,vegetable samosa,1
7913,bombay aloo,1
7913,chicken tikka biryani,1
7913,garlic chicken rice,1
7913,garlic naan,1
7913,mango chutney,1
7913,mix starter,1
7913,mushroom,1
7913,mushroom bhajee,1
7913,plain papadum,1
7913,red sauce,1
7914,chicken tikka masala,1
7914,naan,1
7914,plain rice,1
7914,saag paneer,1
7915,cauliflower bhajee,1
7915,chicken tikka (main),1
7915,dhansak,1
7915,mushroom bhajee,1
7915,naan,1
7915,sheek kehab,1
7915,tarka dall,1
7916,chicken tikka (main),1
7916,chicken tikka biryani,1
7916,garlic naan,1
7916,masala sauce,1
7916,mushroom rice,1
7916,onion bhaji,1
7917,bombay,1
7917,lemon rice,1
7917,mango chutney,1
7917,mini bhaji,1
7917,mint sauce,1
7917,mixed raita,1
7917,naan,1
7917,pathia,1
7917,plain papadum,4
7917,red sauce,1
7917,tandoori chicken,1
7917,vegetable samosa,1
7918,chicken tikka sizzler,1
7918,dupiaza,1
7918,egg rice,2
7918,royal paneer,1
7919,aloo gobi,1
7919,chicken tikka (main),1
7919,garlic tikka chilli masala,1
7919,pilau rice,1
7920,chicken tikka masala,1
7920,mini bhaji,1
7920,mushroom rice,1
7920,naan,1
7921,korma,1
7921,mango chutney,1
7921,methi,1
7921,mixed raita,1
7921,onion bhaji,1
7921,peshwari naan,1
7921,plain papadum,1
7922,bhuna,1
7922,chicken biryani,1
7922,dhansak,1
7922,naan,2
7922,pilau rice,2
7922,saag,1
7922,vegetable samosa,1
7923,bombay aloo,1
7923,chicken tikka biryani,1
7923,chicken tikka masala,1
7923,madras,1
7923,sheek kehab,1
7924,garlic naan,2
7924,korma sauce,1
7924,madras,1
7924,onion bhaji,1
7924,pilau rice,1
7925,bombay aloo,1
7925,keema naan,1
7925,mango chutney,1
7925,mix starter,1
7925,onion bhaji,1
7925,onion chutney,1
7925,pathia,1
7925,pilau rice,1
7925,plain papadum,2
7925,vegetable rice,1
7927,chicken tikka,1
7927,korma,1
7927,madras,1
7927,naan,2
7927,pilau rice,2
7927,tandoori chicken,2
7928,chicken tikka masala,1
7928,lemon rice,1
7928,naan,1
7928,onion bhaji,1
7928,plain papadum,5
7928,tandoori chicken masala,1
7929,brinjal bhajee,1
7929,chicken tikka sizzler,1
7929,chilli paneer,1
7929,kulcha naan,3
7929,pilau rice,1
7929,saag paneer,1
7930,bombay aloo,1
7930,korma,1
7930,mini bhaji,1
7930,mint sauce,1
7930,naan,1
7930,onion chutney,1
7930,pilau rice,1
7930,plain papadum,1
7930,spicy papadum,1
7931,chicken tikka (main),1
7931,garlic naan,1
7931,king prawn puree,1
7931,pilau rice,1
7932,peshwari naan,3
7932,vindaloo,1
7933,crispy aloo,1
7933,dhansak,1
7933,mix starter,1
7933,naan,1
7933,pilau rice,1
7933,plain papadum,1
7933,spicy papadum,1
7935,chicken chilli masala,1
7935,chicken tikka (main),1
7935,chicken tikka jalfrezi,1
7935,naan,1
7935,onion bhaji,1
7937,bombay aloo,1
7937,chicken tikka masala,1
7937,curry,1
7937,plain rice,2
7938,chapati,1
7938,chicken balti,1
7938,chicken tikka jalfrezi,1
7938,korma,1
7938,meat samosa,1
7938,mint sauce,3
7938,mushroom rice,1
7938,naan,1
7938,onion bhaji,1
7938,paratha,1
7938,plain papadum,2
7938,plain rice,1
7938,saag rice,1
7938,special fried rice,1
7938,tandoori mixed grill,1
7939,bombay aloo,1
7939,chicken tikka masala,2
7939,keema naan,1
7939,madras,1
7939,mushroom,1
7939,naan,1
7939,pilau rice,3
7940,chicken chaat,1
7940,french fries,1
7940,garlic mirch lamb,1
7940,keema naan,1
7940,lamb chops,1
7940,lamb tikka,1
7940,lamb tikka masala,1
7940,lime pickle,1
7940,mango chutney,1
7941,chicken tikka masala,1
7941,korma,2
7941,mango chutney,1
7941,mint sauce,1
7941,naan,1
7941,peshwari naan,1
7941,pilau rice,3
7941,plain papadum,3
7941,red sauce,1
7941,saag aloo,1
7942,garlic naan,1
7942,mushroom rice,1
7942,tandoori mixed grill,1
7943,chicken chaat,1
7943,chicken tikka biryani,1
7943,mixed raita,1
7943,naan,1
7943,tandoori chicken (main),1
7945,aloo gobi,1
7945,egg rice,1
7945,meat samosa,1
7945,mini bhaji,1
7945,mint sauce,1
7945,naan,1
7946,chicken royal,1
7946,crispy aloo,1
7946,korma,1
7946,mango chutney,1
7946,naan,1
7946,pilau rice,1
7946,plain papadum,4
7947,green salad,1
7947,lamb biryani,1
7947,mixed raita,1
7948,bhindi bhajee,1
7948,chicken sylhet,1
7948,chicken tikka masala,1
7948,kulcha naan,1
7948,onion chutney,1
7948,onion rice,1
7948,peshwari naan,1
7948,pilau rice,1
7948,royal paneer,1
7949,garlic naan,1
7949,keema rice,1
7949,lamb tikka jalfrezi,1
7949,madras,1
7949,peshwari naan,1
7949,pilau rice,1
7950,garlic lamb,1
7950,garlic naan,1
7950,tarka dall,1
7951,bombay aloo,1
7951,chicken tikka masala,1
7951,naan,1
7951,pilau rice,1
7952,bhuna,1
7952,bombay aloo,3
7952,butter chicken,3
7952,chicken karahi,1
7952,chicken shashlick curry,1
7952,chicken tikka masala,2
7952,coke 1.5 ltr,2
7952,dahi,2
7952,diet coke 1.5 ltr,2
7952,egg rice,3
7952,green salad,1
7952,keema naan,4
7952,lamb chops (main),1
7952,lemonade 1.5 ltr,2
7952,lime pickle,4
7952,mango chutney,4
7952,meat samosa,4
7952,mint sauce,4
7952,mix starter,3
7952,mushroom rice,1
7952,naan,2
7952,onion bhaji,4
7952,onion chutney,4
7952,peshwari naan,4
7952,pilau rice,3
7952,plain papadum,20
7952,plain rice,1
7952,saag paneer,2
7952,vegetable samosa,4
7953,chicken balti,1
7953,chicken tikka,1
7953,tandoori chicken,1
7954,chicken balti,1
7954,chicken tikka (main),1
7954,mushroom bhajee,1
7954,mushroom rice,1
7954,pilau rice,1
7955,chicken tikka masala,1
7955,peshwari naan,1
7955,pilau rice,1
7955,vindaloo,1
7956,keema naan,1
7956,korma,2
7956,mix starter,1
7956,paratha,1
7956,plain rice,2
7957,chicken tikka masala,1
7957,keema naan,1
7957,korma,1
7957,plain rice,1
7958,chicken shashlick,1
7958,chicken tikka,1
7958,garlic rice,1
7959,chilli paneer,1
7959,korma sauce,1
7959,madras,1
7959,mushroom bhajee,1
7959,mushroom rice,1
7959,onion bhaji,1
7959,peshwari naan,1
7959,tandoori chicken,1
7959,vegetable curry,1
7960,chicken shashlick,1
7960,garlic naan,1
7960,lamb chops,1
7960,mango chutney,1
7960,masala sauce,1
7960,mushroom bhajee,1
7960,onion bhaji,1
7960,onion chutney,1
7960,pilau rice,1
7960,plain papadum,3
7960,saag paneer,1
7960,tandoori king prawn garlic,1
7961,bombay aloo,1
7961,chicken chaat,1
7961,french fries,1
7961,grapes special,1
7961,keema rice,1
7961,peshwari naan,1
7961,prawn puree,1
7961,tandoori mixed grill,1
7962,bombay aloo,1
7962,chicken chaat,1
7962,mango chutney,1
7962,mint sauce,1
7962,naan,1
7962,pathia,1
7962,plain papadum,2
7963,bombay aloo,1
7963,cauliflower bhajee,1
7963,chicken tikka pasanda,1
7963,lamb balti,1
7963,pilau rice,1
7963,prawn puree,1
7963,tandoori chicken (main),1
7964,chicken shashlick,1
7964,chicken tikka sizzler,1
7964,curry,1
7964,egg rice,3
7964,royal paneer,1
7965,aloo gobi,1
7965,butter chicken,1
7965,mango chutney,1
7965,onion bhaji,1
7965,onion chutney,1
7965,peshwari naan,1
7965,plain papadum,3
7965,red sauce,1
7966,bombay aloo,1
7966,chicken tikka masala,1
7966,naan,1
7966,pilau rice,1
7967,chicken tikka masala,1
7967,garlic naan,1
7967,korma,1
7967,mushroom rice,1
7967,pilau rice,1
7968,dahi,1
7968,garlic tikka chilli masala,1
7968,lamb sylhet,1
7968,lime pickle,1
7968,madras,1
7968,mango chutney,2
7968,mint sauce,1
7968,naan,2
7968,onion chutney,1
7968,pilau rice,2
7968,plain papadum,7
7968,red sauce,1
7968,saag aloo,1
7969,bombay aloo,1
7969,cobra,1
7969,mango chutney,1
7969,meat samosa,1
7969,plain papadum,1
7969,saag,1
7970,bombay aloo,1
7970,chicken tikka (main),1
7970,chicken tikka masala,1
7970,coke 1.5 ltr,1
7970,curry,1
7970,garlic naan,2
7970,green salad,1
7970,naan,2
7970,pilau rice,3
7970,saag,1
7971,garlic naan,1
7971,madras,1
7971,mint sauce,1
7971,mushroom rice,1
7972,bombay aloo,1
7972,curry,1
7972,french fries,1
7972,pilau rice,1
7973,kulcha naan,1
7973,madras,1
7973,mushroom,1
7973,mushroom rice,1
7973,onion bhaji,1
7973,pathia,1
7974,chicken tikka,1
7974,chicken tikka biryani,1
7974,naan,1
7974,onion bhaji,1
7975,bombay aloo,1
7975,chicken shashlick curry,1
7975,chicken tikka masala,1
7975,korma,1
7975,naan,1
7975,pilau rice,1
7975,plain rice,1
7975,special fried rice,1
7976,bombay aloo,1
7976,coke 1.5 ltr,1
7976,keema naan,1
7976,madras,1
7976,mango chutney,1
7976,mint sauce,1
7976,naan,1
7976,plain papadum,3
7976,plain rice,1
7978,bhuna,1
7978,curry,1
7978,mango chutney,1
7978,plain papadum,4
7978,red sauce,1
7978,saag aloo,1
7978,special fried rice,2
7979,bombay aloo,1
7979,lamb tikka biryani,1
7979,pilau rice,1
7979,tandoori chicken (main),1
7979,vegetable curry,1
7980,mint sauce,1
7980,peshwari naan,1
7980,plain rice,2
7980,rogon,1
7980,vindaloo,1
7981,chilli paneer,1
7981,saag dall,1
7981,vegetable curry,1
7982,chicken tikka biryani,1
7982,garlic naan,1
7982,masala sauce,1
7982,mini bhaji,1
7983,chicken tikka jalfrezi,1
7983,garlic naan,1
7983,green salad,1
7983,lal mirch chicken,1
7983,lamb shashlick,1
7983,naan,1
7983,peshwari naan,1
7983,pilau rice,6
7983,rogon,1
7983,saag aloo,1
7983,saag dall,1
7983,sheek kebab (main),1
7983,vindaloo,1
7984,aloo gobi,1
7984,bombay aloo,1
7984,chicken tikka (main),1
7984,chicken tikka balti,2
7984,chicken tikka jalfrezi,1
7984,mini bhaji,1
7984,naan,1
7984,onion chutney,1
7984,plain papadum,3
7984,red sauce,1
7985,chicken tikka jalfrezi,1
7985,coke 1.5 ltr,1
7985,garlic mirch chicken,1
7985,keema naan,1
7985,korma,2
7985,mango chutney,1
7985,mint sauce,1
7985,naan,3
7985,onion chutney,1
7985,plain papadum,4
7985,plain rice,1
7985,saag paneer,1
7985,special fried rice,1
7986,bombay aloo,1
7986,chana chaat,1
7986,chicken tikka masala,2
7986,mint sauce,1
7986,naan,2
7986,onion bhaji,2
7986,pilau rice,2
7986,vegetable samosa,1
7987,chicken chaat,1
7987,chicken tikka (main),1
7987,keema naan,2
7987,king prawn butterfly,1
7987,onion bhaji,1
7988,lamb balti,1
7988,naan,1
7988,tandoori chicken masala,1
7988,tandoori mixed grill,1
7989,bhuna,1
7989,chicken tikka masala,1
7989,garlic naan,2
7989,king prawn balti,1
7989,saag aloo,1
7989,vindaloo,1
7990,chicken biryani,1
7990,madras,1
7990,mango chutney,2
7990,naan,1
7990,onion bhaji,1
7990,onion chutney,1
7990,plain papadum,3
7991,dhansak,1
7991,keema naan,1
7991,mint sauce,1
7991,mushroom bhajee,1
7991,naan,1
7991,onion chutney,2
7991,onion rice,1
7991,pilau rice,1
7991,plain papadum,2
7991,red sauce,1
7991,spicy papadum,3
7991,tandoori king prawn masala,1
7992,chicken tikka,1
7992,garlic naan,1
7992,methi,3
7992,plain papadum,1
7993,dhansak,1
7993,korma,1
7993,naan,1
7993,pilau rice,2
7993,plain papadum,4
7993,prawn puree,1
7993,red sauce,1
7994,bombay aloo,1
7994,garlic rice,1
7994,madras,2
7994,plain rice,1
7995,butter chicken,1
7995,chicken biryani,1
7995,meat samosa,1
7995,plain rice,1
7996,butter chicken,1
7996,chicken biryani,1
7996,meat samosa,1
7996,plain rice,1
7997,aloo chaat,1
7997,bombay aloo,1
7997,chicken tikka jalfrezi,1
7997,chilli paneer,1
7997,mint sauce,2
7997,naan,1
7997,onion bhaji,1
7997,pilau rice,1
7997,plain papadum,4
7997,red sauce,2
7998,chicken tikka jalfrezi,1
7998,curry,1
7998,keema naan,1
7998,mix starter,1
7998,special fried rice,2
7998,vegetable samosa,2
7999,mango chutney,1
7999,pilau rice,1
7999,vindaloo,1
8000,curry,1
8000,naan,2
8000,rogon,1
8000,saag,1
8001,chicken biryani,1
8001,chicken pakora,1
8001,curry,1
8001,mushroom rice,1
8001,naan,1
8001,saag aloo,1
8002,coke 1.5 ltr,1
8002,korma,1
8002,naan,1
8002,plain rice,1
8003,bombay aloo,1
8003,chapati,2
8003,madras,1
8003,plain rice,1
8004,bombay aloo,1
8004,chicken tikka,1
8004,keema naan,1
8004,madras,1
8004,special fried rice,2
8005,chicken royal,1
8005,meat samosa,1
8005,naan,1
8005,pilau rice,1
8006,chicken royal,1
8006,meat samosa,1
8006,naan,1
8006,pilau rice,1
8007,chicken royal,1
8007,meat samosa,1
8007,naan,1
8007,pilau rice,1
8008,chicken chaat,1
8008,curry,1
8008,keema naan,1
8008,murgh masala,1
8008,naan,1
8008,persian chicken biryani,1
8009,butter chicken,1
8009,chana masala,1
8009,chicken chaat,1
8009,crispy aloo,1
8009,garlic naan,1
8009,lamb tikka biryani,1
8010,french fries,1
8010,korma,1
8010,madras,1
8010,mango chutney,1
8010,mint sauce,1
8010,mushroom rice,1
8010,naan,2
8010,onion bhaji,2
8010,pilau rice,1
8010,plain papadum,1
8011,cauliflower bhajee,1
8011,chicken tikka (main),1
8011,mushroom bhajee,1
8011,naan,1
8011,pilau rice,1
8011,prawn karahi,1
8011,sheek kehab,1
8011,tarka dall,2
8013,bhuna,1
8013,bombay,1
8013,onion bhaji,1
8014,aloo gobi,1
8014,curry,1
8014,jeera chicken,1
8014,keema naan,1
8016,bombay aloo,1
8016,chicken tikka,1
8016,garlic naan,1
8016,korma,1
8016,mini bhaji,1
8016,mushroom rice,2
8016,paneer tikka masala,1
8016,plain papadum,1
8016,rogon,1
8016,saag aloo,1
8016,sheek kehab,1
8017,cobra,2
8017,mango chutney,1
8017,mini bhaji,1
8017,mint sauce,1
8017,onion chutney,1
8017,plain papadum,2
8017,plain rice,1
8017,tandoori mixed grill,2
8017,vegetable curry,1
8018,chicken chaat,3
8018,garlic tikka chilli masala,1
8018,naan,2
8018,rogon,1
8018,vegetable rice,3
8019,chicken roshni,1
8019,korma,1
8019,naan,1
8019,peshwari naan,1
8020,bombay aloo,1
8020,chicken chaat (main),1
8020,chicken tikka,1
8020,naan,1
8021,curry,1
8021,french fries,1
8021,naan,1
8021,plain papadum,1
8022,chicken tikka masala,2
8022,madras,1
8022,mini bhaji,1
8022,mint sauce,2
8022,naan,1
8022,onion chutney,2
8022,plain papadum,3
8022,plain rice,1
8022,special fried rice,1
8023,bombay aloo,1
8023,keema naan,1
8023,mango chutney,1
8023,mix starter,1
8023,onion chutney,1
8023,pathia,1
8023,pilau rice,1
8023,plain papadum,2
8023,sheek kehab,1
8023,vegetable rice,1
8024,aloo gobi,1
8024,chapati,1
8024,chicken tikka masala,1
8024,lamb biryani,1
8024,pilau rice,1
8025,chicken tikka karahi,1
8025,french fries,1
8025,madras,1
8025,pilau rice,2
8026,chicken tikka masala,1
8026,keema naan,1
8026,lamb tikka,1
8026,pilau rice,2
8026,tandoori fish (main),1
8027,bombay aloo,1
8027,chicken tikka masala,1
8027,mango chutney,1
8027,naan,1
8027,pilau rice,1
8027,plain papadum,2
8028,bhuna,1
8028,keema naan,1
8028,keema rice,1
8028,saag aloo,1
8029,butter chicken,1
8029,chicken tikka jalfrezi,1
8029,chicken tikka masala,2
8029,garlic naan,5
8029,lamb tikka jalfrezi,1
8029,madras,1
8029,mini bhaji,2
8029,mint sauce,2
8029,mushroom rice,3
8029,pilau rice,2
8029,plain papadum,6
8030,bombay aloo,1
8030,butter chicken,2
8030,keema naan,1
8030,mango chutney,1
8030,pilau rice,2
8030,plain papadum,4
8031,grapes special,1
8031,korma sauce,1
8031,mango chutney,1
8031,pilau rice,1
8031,plain papadum,2
8031,saag aloo,1
8031,vindaloo,1
8032,chana chaat,1
8032,garlic naan,1
8032,mini bhaji,1
8032,tandoori fish (main),1
8033,aloo gobi,1
8033,dhansak,1
8033,french fries,1
8033,mix starter,1
8033,naan,1
8033,pilau rice,1
8033,plain papadum,1
8034,chapati,1
8034,garlic naan,1
8034,jinga chillies,1
8034,lemonade 1.5 ltr,1
8034,mango chutney,1
8034,mint sauce,1
8034,murgh masala,1
8034,onion chutney,1
8034,pilau rice,1
8034,plain papadum,2
8034,vegetable curry,1
8035,chana chaat,1
8035,chicken tikka masala,1
8035,crispy aloo,1
8035,methi,1
8035,paneer tikka masala,1
8035,pilau rice,1
8035,vegetable korma,1
8036,chicken chilli masala,1
8036,garlic naan,2
8036,lamb tikka biryani,1
8036,tandoori mixed grill,1
8037,bombay aloo,1
8037,naan,1
8037,plain rice,2
8037,vegetable korma,1
8038,chicken balti,1
8038,chicken biryani,1
8038,mango chutney,1
8038,mint sauce,1
8038,onion bhaji,1
8038,plain papadum,1
8039,chicken tikka (main),1
8039,korma,1
8039,naan,1
8039,pilau rice,2
8041,chicken tikka biryani,1
8041,methi,1
8041,peshwari naan,1
8041,pilau rice,1
8041,saag aloo,1
8042,lamb karahi,1
8042,tandoori fish jalfrezi,1
8043,bombay aloo,1
8043,korma,1
8043,mini bhaji,1
8043,mint sauce,1
8043,naan,1
8043,onion chutney,1
8043,pilau rice,1
8043,spicy papadum,3
8044,chicken royal,1
8044,garlic chicken,1
8044,mix starter,1
8044,pilau rice,1
8044,special fried rice,1
8045,bombay aloo,1
8045,chicken chaat (main),1
8045,chicken tikka,1
8045,naan,1
8048,bhuna,1
8048,chicken tikka jalfrezi,3
8048,chicken tikka masala,1
8048,naan,4
8048,pilau rice,5
8049,curry,1
8049,mini bhaji,1
8049,plain rice,1
8050,bombay,1
8050,chana chaat,1
8050,lamb biryani,1
8050,meat samosa,1
8050,stuffed paratha,1
8051,butter chicken,1
8051,lamb tikka balti,1
8051,naan,1
8051,pilau rice,1
8051,tandoori chicken,1
8053,cobra,2
8053,king prawn shashlick,1
8053,mango chutney,1
8053,mint sauce,1
8053,mix starter,1
8053,onion chutney,1
8053,plain papadum,2
8053,plain rice,1
8054,chapati,1
8054,chicken karahi,1
8054,mixed raita,1
8054,naan,1
8054,saag paneer,1
8055,aloo gobi,1
8055,chicken tikka (main),1
8055,mushroom rice,1
8055,naan,1
8055,plain papadum,3
8056,chicken royal,1
8056,mango chutney,1
8056,pilau rice,1
8056,vindaloo,1
8057,bombay aloo,2
8057,chicken chaat (main),2
8057,naan,1
8057,onion bhaji,1
8058,korma,1
8058,madras,1
8058,vindaloo,1
8059,chicken tikka masala,1
8059,garlic naan,1
8059,mushroom rice,1
8060,keema naan,1
8060,korma,1
8060,lamb tikka balti,1
8060,saag bhajee,1
8060,stuffed paratha,1
8061,bombay aloo,1
8061,curry,1
8061,madras,1
8062,bombay aloo,1
8062,butter chicken,1
8062,keema naan,1
8062,madras,1
8062,mushroom,1
8062,pilau rice,2
8063,chicken tikka masala,1
8063,coke 1.5 ltr,1
8063,crispy aloo,1
8063,egg rice,1
8063,garlic naan,1
8063,korma,1
8063,naan,2
8063,plain rice,2
8063,vegetable samosa,1
8064,dupiaza,1
8064,saag paneer,1
8064,tandoori roti,1
8064,vindaloo,1
8065,aloo gobi,1
8065,kulcha naan,2
8065,mango chutney,1
8065,saag paneer,1
8066,bhuna,1
8066,french fries,1
8066,keema naan,2
8066,meat samosa,1
8066,onion bhaji,1
8066,special fried rice,1
8067,chicken chaat,1
8067,chicken pakora,1
8067,mango chutney,1
8067,mini bhaji,1
8067,pilau rice,1
8067,plain papadum,2
8067,puree,1
8067,spicy papadum,1
8068,chicken chaat,1
8068,grapes special,1
8068,korma,2
8068,mini bhaji,1
8068,naan,2
8068,pilau rice,1
8068,plain papadum,4
8068,special fried rice,1
8069,chapati,7
8069,king prawn karahi,1
8069,lamb chops (main),2
8069,naan,1
